label,text
1117,A Cluster RCT to Increase HIV Testing in Substance Use Treatment Programs
1117,Integrating Tobacco Cessation Coaching Sessions Into Radiation Medicine Treatment: A Pilot Study
1102,Controlling Hypertension in Native American and Other Populations
17,Integrating Animal-Assisted Therapy Into Trauma-Focused Cognitive-Behavioral Therapy for Maltreated Youth: A Randomized Feasibility Trial
1117,Secondary Distribution of HIV Self-tests: an Innovative Strategy for Promoting Partner Testing and Reducing HIV Risk
1117,Engaging Seronegative Youth to Optimize HIV Prevention Continuum
11,Long-term Suppressive Valacyclovir Treatment for Herpes Zoster Ophthalmicus
11,Radiotherapy Assessments During Intervention ANd Treatment (RADIANT)
11,Characterizing Clinical and Biomechanical Contributions to Function Following ACL Reconstruction
11,"A Pilot Pre-Surgical Study Evaluating Anti-PD-L1 Antibody (Durvalumab [MEDI4736]) Plus Anti-CTLA-4 Antibody (Tremelimumab) in Patients With Hormone Receptor Positive, HER2 Negative Breast Cancer"
1102,Phase I Study of Palbociclib Alone and in Combination in Patients With Relapsed and Refractory Leukemias
1117,Phase I/II Study of the Selective PI3K-Beta Inhibitor GSK2636771 in Combination With Pembrolizumab in Patients With Metastatic Melanoma and PTEN Loss
1102,"Development of Novel, Biophysically Designed Fluids for Swallowing Disorders"
1117,Designing With Dissemination in Mind: Optimization of a mHealth Physical Activity Intervention for Breast Cancer Survivors
11,Pharmacokinetic Evaluation of Nalmefene Administered Intranasally to Healthy Volunteers
11,A Phase II Study of Venetoclax (ABT-199) Added to Ibrutinib in Patients With High-Risk CLL
11,Reducing Blood Loss in Hemipelvectomy Surgery With the Use Tranexamic Acid (TXA)
1117,Reorientation Intervention for Delirium in ICU
11,"A Phase Ib Trial Evaluating the Safety of Copanlisib, Letrozole, and Palbociclib in Metastatic Breast Cancer and Phase II Trial Comparing the Molecular Effects of Neoadjuvant Copanlisib in Combination With Palbociclib and Letrozole, vs. Copanlisib With Letrozole, vs. Palbociclib With Letrozole for Patients With Hormone Receptor Positive, HER2 Normal Breast Cancer"
1102,A Pilot Study of Post-transplant High Dose Cyclophosphamide (PTCY) as Part of Graft-Versus-Host Disease (GVHD) Prophylaxis in T-Cell Replete HLA-Mismatched Unrelated Donor (MMUD) Ablative and Reduced Intensity Hematopoietic Cell Transplantation (HCT) for Hematological Malignancies
1102,"A Study Evaluating Escalating Doses of 211^At-Labeled Anti-CD45 MAb BC8-B10 (211^At-BC8-B10) Followed by Allogeneic Hematopoietic Cell Transplantation for High-Risk Acute Myeloid Leukemia (AML), Acute Lymphoblastic Leukemia (ALL), or Myelodysplastic Syndrome (MDS)"
17,Neural Mechanisms of Monoaminergic Engagement in Late-life Depression Treatment Response (NEMO)
1117,Promoting Early Child Development in Primary Care for Low-Income Families
11,TraceIT TM Hydrogel Tissue Marker for Patients Receiving Definitive Chemoradiation for Bladder Cancer
1117,Cognitive Regulation Training and Exercise (CORTEX)-II With Middle-Aged Adults
1117,Development of An Exergame for Caregivers of Individuals With Alzheimer's Disease or Related Dementias
1117,"Increasing Physical Activity Among Sedentary Older Adults:What, Where, When, and With Whom"
1117,"A Multi-center, Single-blind, Randomized Clinical Trial to Compare Two Copper IUDs: Mona Lisa NT Cu380 Mini and ParaGard"
11,A Safety Trial of Enzalutamide in Combination With PDMX1001/Niclosamide in Castration-Resistant Prostate Cancer (CRPC)
1117,"Milk in Life Conditions (MiLC): Characterizing the Bacterial Composition of Human Milk Pumped and Stored in ""Real-life"" Conditions"
11,"Double-Blinded, Placebo-Controlled Pilot Trial to Explore Whether Lipids Prevent Carboplatin and Oxaliplatin Hypersensitivity Reactions"
11,Correlation of Serum Catecholamine With Emotional Stress in Men With Prostate Cancer: A Pilot Study
1102,Vascular Endothelial Activation in Obstructive Sleep Apnea
17,Individualized-Targeted Cognitive Training in Older Adults With HAND
11,Combining tDCS and Neurorehabilitation to Treat Age-related Deficits of Mobility and Cognition: UPfront Walking Study
11,Establishing Normal Swallowing and Breathing Profiles in Healthy Adults Across the Age Span
11,Feasibility of a Technology-Based Treatment Support System
1117,An Algorithmic Approach to Ventilator Withdrawal at the End of Life
1102,Multi-component Technology Intervention for African American Emerging Adults With Asthma
11,Phase I Trial of Intravenous Administration of Vesicular Stomatitis Virus Genetically Engineered to Express Thyroidal Sodium Iodide Symporter (NIS) and Human Interferon Beta (hIFNb) in Patients With Metastatic or Recurrent Endometrial Cancer
11,Effect of Resistance Exercise Training on Endothelial Function and Cardiovascular Risk Factors in Patients With Chronic Kidney Disease
1102,Pragmatic Collaborative Care for Cardiac Inpatients With Depression or Anxiety
11,Newer Direct-Acting Anti-Viral Agents as Sole Therapy of Porphyria Cutanea Tarda in Subjects With Chronic Hepatitis C
1102,A Pilot Study of Reduced Intensity HLA-Haploidentical Hematopoietic Cell Transplantation With Post-Transplant Cyclophosphamide in Patients With Advanced Myelofibrosis
1117,Improving Access to Cervical Cancer Screening for Women Living in Precarious Conditions Met Within Doctors of the World Programs
1103,Identifying Therapeutic Targets of Accelerated Sarcopenia
1117,Effects of Retinoids on CYP2D6 Activity and Variability in Special Populations
1117,PRISM 2.0: Field Trial
1117,"1 R01 HL132358: The Contribution of Contrast Media Exposure to Acute Kidney Injury in Patients Evaluated for Pulmonary Embolism in the Emergency Care Setting: a Prospective, Randomized Trial"
11,Long-term Outcomes of Physical Activity in Older Adults With Critical Illness
11,Saturation Targets and Resuscitation in Preterm Infants the Delivery Room: A Randomized Controlled Trial
11,Change in Relative Cerebral Blood Volume as a Biomarker for Early Response to Bevacizumab in Patients With Recurrent Glioblastoma
11,"A Phase 2 Study of Brentuximab Vedotin Plus Cyclophosphamide, Doxorubicin, Etoposide, and Prednisone (CHEP-BV) Followed by BV Consolidation in Patients With CD30-Positive Peripheral T-Cell Lymphomas"
1102,Changing the Trajectory of Mild Cognitive Impairment With CPAP Treatment of Obstructive Sleep Apnea
1117,Examination of Low Wattage and High Wattage E-Cigarettes
11,Couple-Focused ACT Intervention for Couples Coping With Cancer: A Pilot Study
1117,Preventing HIV Among Native Americans Through the Treatment PTSD & Substance Use
1113,Assessment of EyeArt as an Automated Diabetic Retinopathy Screening Tool
11,"A Phase 2 Study of Pembrolizumab, a Monoclonal Antibody Against PD-1, in Combination With Capecitabine and Oxaliplatin (CAPOX) in Subjects With Advanced Biliary Tract Carcinoma (BTC)"
11,Role of Immunoglobulin E (IgE) Bearing Cells in Chronic Idiopathic Urticaria
11,"Phase II Randomized Clinical Trials Comparing Immunotherapy Plus Stereotactic Ablative Radiotherapy (I-SABR) Versus SABR Alone for Stage I, Selected Stage IIa, or Isolated Lung Parenchymal Recurrent Non-Small Cell Lung Cancer: I-SABR"
11,"VRC 705: A Phase 2/2B, Randomized Trial to Evaluate the Safety, Immunogenicity and Efficacy of a Zika Virus DNA Vaccine in Healthy Adults and Adolescents"
1117,Development and Testing of a Group Clinical Visit Adherence Intervention for HIV+ Women of Color
1117,Optimizing the HIV Treatment Continuum With a Stepped Care Model for Youth Living With HIV
11,A Phase II Trial of the Mitogen Activated Protein Kinase Kinase (MEK1/2) Inhibitor Selumetinib (AZD6244 Hydrogen Sulfate) in Patients With Neurofibromatosis Type 1 (NF1) Mutated Gastrointestinal Stromal Tumors (GIST)
1109,"Targeting Residual Activity By Precision, Biomarker-Guided Combination Therapies of Multiple Sclerosis (TRAP-MS)"
1111,Gluten Free Diet for AML Patients Undergoing Induction Chemotherapy
1117,Collaborative Care for the Older Injured Patient: A Trauma Medical Home
11,"A Phase II, Open-Label, Single-Arm, Multi-Cohort, Proof-of-Principle Study to Investigate the Efficacy of Cobimetinib and Atezolizumab in Advanced Rare Tumors"
11,An Open Label Phase 2 Study to Evaluate PT2385 for the Treatment of Von Hippel-Lindau Disease-Associated Clear Cell Renal Cell Carcinoma
1117,Biokinetics Study for Tc-99m MDP for Dose Reduction in Pediatric Molecular Imaging
11,Biokinetics Study of Tc-99m DMSA for Dose Reduction in Pediatric Molecular Imaging
1109,Imaging Glia-mediated NeuroInflammation and Treatment Efficacy (the IGNITE Study)
1117,Phase 1 Safety-interaction Study of Pomaglumetad Methionil for Methamphetamine Use Disorder
11,Phase I/II Trial of Pembrolizumab in Combination With Binimetinib in Unresectable Locally Advanced or Metastatic Triple Negative Breast Cancer
11,"Women's Triple-Negative First-Line Study: A Phase II Trial of Mirvetuximab Soravtansine in Patients With Localized Triple-Negative Breast Cancer (TNBC) With Tumors Predicted Insensitive to Standard Neoadjuvant Chemotherapy (NACT), Including a Lead-In Cohort to Establish Activity in Patients With Metastatic TNBC"
604,Pregnant Women s Views About the Ethics of Prenatal Whole Genome Sequencing
11,Acute Kidney Injury in Patients With Sickle Cell Disease
1102,Clearance of 25-hydroxyvitamin D in Cystic Fibrosis
1109,Does N-Acetylcysteine Decrease Spontaneous Oxidation of Central Neural Dopamine in Parkinson's Disease?
1102,Communicating Health Information and Improving Coordination With Primary Care - an Ancillary Study of the Childhood Cancer Survivor Study
1117,Mobile Health Obesity Wellness Intervention in Rural Older Adults (MOWI): Research Pilot
11,"A Two-Stage Phase 1 Open-Label Study of huJCAR014, CD19-Targeted Chimeric Antigen Receptor (CAR)-Modified T Cells Bearing a Human Binding Domain, in Adult Patients With Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma and Acute Lymphocytic Leukemia"
1117,Testing Decision Aids to Improve Prostate Cancer Decisions for Minority Men
1117,Switching to Low Oxidant Content Cigarettes in Adult Smokers
11,Phase 1b Multi-indication Study of Anetumab Ravtansine (BAY94-9343) in Patients With Mesothelin Expressing Advanced or Recurrent Malignancies
11,Gluten Free Diet for GVHD Prophylaxis
1117,"Phase I Placebo-Controlled Study of the Infectivity, Safety and Immunogenicity of a Single Dose of a Recombinant Live-Attenuated Respiratory Syncytial Virus Vaccine, D46/NS2/N/ΔM2-2-HindIII, Lot RSV#011B, Delivered as Nose Drops to RSV-Seronegative Infants 6 to 24 Months of Age"
11,Personalized Treatment of Metastatic Castrate Resistant Prostate Cancer Patients According to Circulating Tumor Cells Kinetic During Chemotherapy: A GETUG-AFU 28 Study
11,Evaluating the Role of Incision Height in Trichiasis Surgery Outcomes
1117,Prospective Evaluation of Chronic Pancreatitis for Epidemiologic and Translational Studies - PROCEED Study
1117,"Phase I Placebo-Controlled Study of the Infectivity, Safety and Immunogenicity of a Single Dose of a Recombinant Live-attenuated Respiratory Syncytial Virus Vaccine, D46/NS2/N/ΔM2-2-HindIII, Lot RSV#011B, Delivered as Nose Drops to RSV-Seronegative Infants and Children 6 to 24 Months of Age"
1117,"PREVAIL VI: Identification of Host Genetic Factors Underlying Ebola Virus Disease Risk, Mortality, Long-term Sequelae, Viral RNA Persistence, Humoral Immunity, and Ebola Vaccine Response"
1117,"Dyadic-Based Diagnosis, Care and Prevention for HIV Discordant Couples in Tanzania"
1109,Illuminating Neuropsychological Dysfunction and Systemic Inflammatory Mechanisms Gleaned After Hospitalization in Trauma-ICU Study
1117,A Pilot Randomized Comparative Effectiveness Clinical Trial of Buprenorphine vs. Methadone for the Treatment of Opioid Dependence in Pregnancy.
1117,A New Approach to Controlling Chlamydia Transmission in Young People
11,A Phase II Clinical Trial of NEPA (Netupitant/Palonosetron) for Prevention of Chemotherapy Induced Nausea and Vomiting (CINV) in Patient Receiving the BEAM Conditioning Regimen Prior to Hematopoietic Cell Transplantation (HSCT)
1102,Cord Blood Ex-Vivo MSC Expansion Plus Fucosylation to Enhance Homing and Engraftment
1117,Sun Safety Ink! A Sun Safety Program for the Tattoo Community
11,Neoadjuvant Weekly Paclitaxel and Biomarkers of Therapy Response
1109,Sensory and Opioid Mechanisms of Affective Touch
11,Vitamin D to Improve Outcomes by Leveraging Early Treatment
1117,Effect of Treatment Dose on Childhood Obesity
11,"A Phase 2b Open-Label Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of FAST PV and mGFR Technology™ in Healthy Subjects and Patients With Varying Degrees of Renal Impairment"
11,A Phase II Study of the Combination of Azacitidine and Pembrolizumab for Patients With MDS
1102,Phase II Study of Low Dose Inotuzumab Ozogamicin in Patients With Relapsed and Refractory CD22 Positive Acute Lymphocytic Leukemia
11,Efficacy of inControl Advice: A Decision Support System (DSS) for Diabetes
11,"A Phase 2, Double-blind, Randomized, Placebo-controlled Multicenter Study to Evaluate Efficacy, Safety, and Tolerability of JBT-101 in Systemic Lupus Erythematosus (ALE09)"
11,Tumor Associated Antigen (TAA) Specific Cytotoxic T Lymphocytes Administered in Patients With Breast Cancer
11,"Phase II Randomized Double Blind Trial of PF-04518600, an OX40 Antibody, in Combination With Axitinib Versus Axitinib in Immune-Checkpoint Inhibitor Exposed Patients With Metastatic Renal Cell Carcinoma"
1109,Procedures for Sample Acquisition and Distribution for The Human Brain Collection Core
1102,"A Randomized Phase II/III Trial of ""Novel Therapeutics"" Versus Azacitidine in Newly Diagnosed Patients With Acute Myeloid Leukemia (AML) or High-Risk Myelodysplastic Syndrome (MDS), Age 60 or Older LEAP: Less-Intense AML Platform Trial"
17,Neuroplasticity in an Extended Amygdala Network as a Target Mechanism for Attention Bias Modification Outcome
1117,A Structural Intervention to Improve Substance Abuse Diagnosis and Treatment Practices in HIV Clinic Settings
11,Phase II Trial of Heated Intraperitoneal Chemotherapy and Gastrectomy for Gastric Cancer With Positive Peritoneal Cytology
1117,Feasibility Testing of a Novel mHealth Intervention to Improve Adherence to Antiretroviral Therapy Among HIV+ Men Who Have Sex With Men (MSM) Youth
1109,Group Therapy for Depressed Caregivers of Alzheimer's Disorder and Related Dementias
11,Dynamic Perfusion Computed Tomography Changes After Stereotactic Body Radiation Therapy for Localized Non-small Cell Lung Cancer
1109,Evaluation of Regional Gadolinium Retention in the Brain Using QSM With Correlation to Regional DCE MRI Permeability Using GOCART Technique in Intracranial Neoplasm Patients Receiving Gadobenate Dimeglumine (MultiHance) or Gadoterate Meglumine (Dotarem)
11,Ramelteon for Treatment of Insomnia in Cirrhosis
1111,A Role for FGF21 in Postprandial Nutrient Homeostasis After RYGB
11,"S1602, A Phase III Randomized Trial to Evaluate the Influence of BCG Strain Differences and T Cell Priming With Intradermal BCG Before Intravesical Therapy for BCG-Naive High-Grade Non-muscle Invasive Bladder Cancer"
11,"Prevention of Post-Mastectomy Pain With Perioperative Ketamine Administration: A Randomized, Placebo-controlled Trial"
11,A Randomized Multicenter Phase II Study Using (2-1[Heyloxyethyl]-2-Devinylpyropheophorbide-a) (HPPH) With PDT Versus Standard of Care Surgery for Patients With T1/T2 N0 Squamous Cell Carcinoma of the Oral Cavity
1117,"Addiction, HIV and Tuberculosis in Malaysian Criminal Justice Settings"
1102,Using Breath Metabolites to Determine Specific Virus Infection in Asthmatic Patients
1102,Randomized Trial Of Hybrid Coronary Revascularization Versus Percutaneous Coronary Intervention
1117,LiveWell: A Mobile Intervention for Bipolar Disorder
11,"A Randomized, Double-Blind, Placebo-Controlled Pilot Study of an Oral, Selective Peripheral Opioid Receptor Antagonist in Advanced Non-Small Cell Lung Cancer"
11,Safety and Immunologic Activity of Multiple Infusions of APN401
11,A Phase II Enrichment Study of Panitumumab as a Single Agent or in Combination With Trametinib in Anti-EGFR-Refractory Stage IV Colorectal Cancer Patients
11,Does Dietary Supplementation With Curcumin Maintain or Improve Physical and Cognitive Function in Aging Adults at Increased Risk for Disability?
1102,"A Randomized, Double-blind, Phase 2, Placebo Controlled Study to Determine the Safety and Efficacy of Ivacaftor (VX-770) for the Treatment of Chronic Obstructive Pulmonary Disease (The Topic Trial)"
1117,Patient-Centered Decision Support to Improve Diabetes Management in Pre-Teens and Adolescents With Type 1 Diabetes
1117,Smoking Cessation in Lung Cancer Screening: Integrated Digital/Clinical Approach
11,CD8 Reactivity to Microorganisms in Blood and Breast Milk
1117,Multi-disciplinary Participatory Design of a Process to Deliver a CKD Diagnosis in Primary Care
1117,"A Randomized Controlled Trial Comparing Cure Rates of Cervical Intraepithelial Neoplasia Grade 2 and Higher (CIN2+) Treated With CO2-based Cryotherapy, CropPen, and Thermoablation (UH3)"
1108,Sanaria PfSPZ Challenge With Pyrimethamine Chemoprophylaxis (PfSPZ-CVac Approach): Phase 1 Dose Escalation Trial to Determine Safety and Development of Protective Efficacy After Exposure to Only Pre-erythrocytic Stages of Plasmodium Falciparum
1102,Mapping Electrogram Morphology Recurrence for Atrial Fibrillation Ablation
1117,Nighttime Agitation and Restless Legs Syndrome in People With Alzheimer's Disease
11,"A Phase IV, Open Label Study of the Effects of Apremilast on Vascular Inflammation and Cardiometabolic Function in Psoriasis"
11,"Phase 1 Study of the Safety, Toxicity, Pharmacokinetics, Pharmacodynamics and Luminal Distribution of Single-dose DuoGel Through Rectal Administration"
11,Validation of FACBC as an Early Indicator of Sub-clinical Metastatic Disease Among High-risk Prostate Cancer Patients With Presumed Localized Disease
1117,SMART Africa: Addressing African Youth Mental Health by Scaling Family and Community-Level EBPs
1117,Pediatric Longitudinal Cohort Study of Chronic Pancreatitis (INSPPIRE 2)
1102,"A Phase III, Randomized, Controlled, Double-Blind Study Evaluating the Safety of Two Doses of Apixaban for Secondary Prevention of Cancer Related Venous Thrombosis in Subjects Who Have Completed at Least Six Months of Anticoagulation Therapy"
1106,Mechanical Perturbation Training for ACL Injury Prevention
11,Adrenergic Contribution to Glucose Counterregulation in Islet Transplantation
1117,Drug Use and Sexual Risk Behaviors Among Emerging Adults in the ER
11,"ILyAD (Indolent Lymphoma And Vitamin D): A Phase III Double Blind, Prospective Randomized Trial to Evaluate the Supplemental Effect of Vitamin D (Cholecalciferol) on Progression-free Survival in Patients With Low Tumor-burden Indolent Non-Hodgkin Lymphoma Treated With Rituximab Therapy"
1117,"The Adaptation, Usability, and Feasibility of a Mobile Health (mHealth) System to Improve Type 2 Diabetes Self-management in Thailand"
1113,Pilot Assessment of EyeArt as an Automated Diabetic Retinopathy Screening Tool
1102,Non-Invasive Diagnosis of Pulmonary Vascular Disease Using Inhaled 129Xe Magnetic Resonance Imaging
1117,"The Effect of Social Media Support and Financial Incentives on Adherence to HIV Pre-exposure Prophylaxis in Young MSM of Color in Washington, DC"
1117,NIDA CTN Protocol 0068: Accelerated Development of Additive Pharmacotherapy Treatment (ADAPT-2) for Methamphetamine Use Disorder
11,Phase II Trial of Pembrolizumab in Combination With ICE Salvage Chemotherapy for Relapsed/Refractory Hodgkin Lymphoma
11,Tracking Triple-negative Breast Cancer Evolution Through Therapy
11,Mitochondrial DNA as a Biomarker of Sepsis Severity
1102,Nonmyeloablative Haploidentical Peripheral Blood Mobilized Hematopoietic Precursor Cell Transplantation for Sickle Cell Disease
11,A Pilot Study of Nelfinavir for the Treatment of Kaposi Sarcoma
1109,"Rett Syndrome, MECP2 Duplication, and Rett-Related Disorders Consortium, Rare Disease Clinical Research Network: Neurophysiologic Correlates"
11,Fetal Metabolic Consequences of Late Preterm Steroid Exposure
1117,More Than a Movement Disorder: Applying Palliative Care to Parkinson's Disease
11,A Pilot Study to Investigate the Safety and Clinical Activity of Avelumab (MSB0010718C) in Thymoma and Thymic Carcinoma After Progression on Platinum-Based Chemotherapy
1117,Impact of Switching to Non-Menthol Cigarettes Among Smokers
11,"Phase 2 Single-Arm, Open-Label Study of Nivolumab in Patients With Relapsed or Refractory Peripheral T-Cell Lymphoma (PTCL)"
1109,Central Mechanisms of Chronic Pain and Fatigue Subtitle: Functional Imaging of Brain and Spinal Cord
11,White Matter Hyperintensities in Aging and Dementia
11,Long-term Effects of Weight Loss and Supplemental Protein on Physical Function
11,"A Phase II, Single-Arm Open-Label Study of the Combination of Atezolizumab and Bevacizumab in Rare Solid Tumors"
11,A Phase I/II Trial Combining Avelumab and Trabectedin for Advanced Liposarcoma and Leiomyosarcoma
1117,A Pilot Study to Improve Sleep Quality in Urban High School Students With Asthma
17,The Boston Circulatory Arrest Study: Antecedents and Correlates of Well-Being in Adults With Congenital Heart Disease
1102,Use of Simulation to Improve Ventricular Assist Device Self-management
1102,A Phase 1 Open Label Study to Evaluate Adenosine 2A Receptor Agonist (Regadenoson) in Patients Undergoing Lung Transplantation
11,Phase II Trial of Pembrolizumab in Recurrent or Metastatic Medullary Thyroid Cancer
1117,Extension Study of NT-501 Ciliary Neurotrophic Factor (CNTF) Implant for Macular Telangiectasia (MacTel)
1109,Pilot Study to Assess Heterogeneity of the Blood Brain Barrier in Patients With CNS Malignancy
1117,"Developing a Resilience Intervention for Older, HIV-Infected Women"
11,A Single Arm Phase II Study Of The Dual mTORC1/mTORC2 Inhibitor Vistusertib (AZD2014) Provided On An Intermittent Schedule For Sporadic Patients With Grade II-III Meningiomas That Recur Or Progress After Surgery And Radiation
11,Phase II-III Trial of Adjuvant Radiotherapy Following Radical Prostatectomy With or Without Adjuvant Docetaxel
11,Pitavastatin to REduce Physical Function Impairment and FRailty in HIV (PREPARE)
11,Genomic Basis of Neurodevelopmental and Brain Outcomes in Congenital Heart Disease
11,"A Phase II, Open Label Study to Evaluate Denosumab in Patients With ER and/or PR-Positive, HER2-Negative Metastatic Breast Cancer (MBC) With Bone Metastases and Detectable Circulating Tumor Cells (CTCs)"
1117,Gain-framed Messages and NRT Sampling to Promote Smoking Cessation in Lung Cancer Screening Programs
1117,Feasibility Trial of a Tailored Smoking Cessation App for People With Serious Mental Illness
1109,The Interactive Physical and Cognitive Exercise System (iPACES™): A Neuro-exergame for Preventing Alzheimer's and Ameliorating Cognitive Impairment
1109,"A 6-months Prospective, Multi-center, Double-blind, Placebo-controlled, Randomized, Adaptive-trial-design Study to Evaluate Safety, Tolerability and Exploratory Endpoints of Either Placebo or Two Different Oral Doses of LM11A-31-BHS in Patients With Mild to Moderate Probable Alzheimer's Disease"
11,Phase Ib Study of Cellular Adoptive Immunotherapy Using Autologous Cd8+ Antigen-Specific T Cells and Anti-Ctla4 for Patients With Metastatic Uveal Melanoma
1117,Long Term Stability of Oral Microbiome Samples
1117,Rural Intervention for Caregivers' Heart Health (RICHH)
1117,Behavioral Economic Incentives and Cancer Health Risk Assessment
1117,Improving Identification of Mental Health/Substance Use Disorders in HIV Primary Care: Pilot Clinical Response
1117,A Pilot Study to Test the Feasibility of Comic Art Creation for Symptom Management in Cancer Supportive Care
11,"An Open-Label, Phase 2 Trial Evaluating the Efficacy and Safety of Daratumumab in Subjects With Relapsed/Refractory Acute Myelogenous Leukemia or High-Risk Myelodysplastic Syndrome"
11,A Phase 3 Study of Active Surveillance for Low Risk and a Randomized Trial of Carboplatin vs. Cisplatin for Standard Risk Pediatric and Adult Patients With Germ Cell Tumors
11,"""Pilot Study: Proteomics of Primary Hyperoxaluria Type 1 (PH1): A Rare Calcium Oxalate Stone Disease"""
1117,Development and Testing of BabyGentleStick™ Vibrated Needle System for Heel Lance- Neonatal Pilot Study
1102,Promoting Asthma Guidelines and Management Through Technology-Based Intervention and Care Coordination
11,A Phase II Study of Poziotinib in EGFR in Exon 20 Mutant Advanced Non Small Cell Lung Cancer (NSCLC)
1117,Point-of-care Viral Load Testing to Enable Streamlined Care and Task Shifting for Chronic HIV Care
1117,Long-Term Follow-Up For Participants Of: Evaluation Of Outcomes Following Mitral Valve Repair/Replacement In SMR and Surgical Interventions For MMR Trials
1102,Extracorporeal CPR for Refractory Out-of-Hospital Cardiac Arrest (EROCA)
11,"Phase I Study of the Pan-ERBB Inhibitor Neratinib Given in Combination With Everolimus, Palbociclib, or Trametinib in Advanced Cancer Subjects With EGFR Mutation/Amplification, HER2 Mutation/Amplification, or HER3/4 Mutation or KRAS Mutation"
11,Neuropharmacologic Imaging and Biomarker Assessments of Response to Acute and Repeated-Dosed Ketamine Infusions in Major Depressive Disorder
11,Pilot Study of a Personalized Dietary Intervention to Manage Bowel Dysfunction in Rectal Cancer Survivors
17,The Effects of Opioid Taper on Opioid-Induced Hyperalgesia
11,A Phase II Trial of MK-3475 (Pembrolizumab) and Interferon Gamma 1-b Combination Immunotherapy in Patients With Previously Treated Mycosis Fungoides and Sezary Syndrome (Treatment Group 1) and in Patients With Advanced Synovial Sarcoma (Treatment Group 2)
11,"A Randomized, Double-Blind, Placebo-Controlled Study of 4-hydroxytamoxifen Topical Gel in Women With Mammographically Dense Breast"
17,Behavioral and Pharmacologic Treatment of Binge Eating and Obesity
8,An Interactive Patient-Centered Consent for Research Using Medical Records
1102,"An Open Label, Multicenter, Phase II Trial Testing Single Agent Decitabine in TP53 Mutated Relapsed/Refractory Acute Myeloid Leukemia"
11,Phase I/Ib Study of Nivolumab and Veliparib in Patients With Advanced Solid Tumors and Lymphoma With and Without Alterations in Selected DNA Repair Genes
1117,Systematic Hereditary Pancreatic Cancer Risk Assessment and Implications for Personalized Therapy
11,Prevention of Substance Use in At-Risk Students: A Family-Centered Web Program
1117,Optimizing Effectiveness of Smoking Cessation Intervention During Low Dose CT Screening for Lung Cancer
8,"Coordinating and Data Management Center for the Consortium for the Study of Chronic Pancreatitis, Diabetes, and Pancreatic Cancer"
11,Exploring the Role of Sarcopenia and Functional Impairment on the Non-Surgical Management of Urinary Incontinence in Older Women
1117,Gestational Weight Gain and Postpartum Weight Loss in Active Duty Women
11,A Phase 2 Study of Nivolumab and Brentuximab Vedotin Consolidation After Autologous Stem Cell Transplantation in Patients With High-Risk Classical Hodgkin Lymphoma
1117,"Adolescent and Young Adult (AYA) Cancers Clinical Model: An Evaluation of the AYA Clinical Care Model by Assessment of Clinical, Psychosocial, and Health Economic Factors Related to AYA Patient Outcomes"
11,LEAHRN (Late Effects After High-Risk Neuroblastoma) Study
1117,State Immunization Information Systems to Improve HPV Vaccination Rates
11,A Phase 3 Randomized Study Comparing Perioperative Nivolumab vs. Observation in Patients With Renal Cell Carcinoma Undergoing Nephrectomy (PROSPER RCC)
1117,"Randomized, Double-Blind, Placebo-Controlled, Phase 1 Study in Healthy Volunteers to Evaluate the Safety and Immunogenicity of AGS-v, a Universal Mosquito-Borne Disease Vaccine"
1117,A Mobile Phone Game to Prevent HIV Among Young Africans
11,Phase I Trial of Combination Afatinib and Necitumumab in EGFR Mutation Positive NSCLC With Acquired Resistance to First or Third Generation EGFR TKIs
1109,"Establishing the Functional Viability and Dose-response of Duck, Duck Punch: A Stroke Rehabilitation Computer Game"
1117,Delivery of Integrated PrEP and ART for Couples in Kenya
1117,Behavioral Incentives to Increase Caregiver Engagement in Juvenile Drug Courts
11,"HPV Vaccine to Interrupt Progression of Vulvar and Anal Neoplasia (VIVA) Trial: A Randomized, Double-Blind, Placebo-Controlled Trial"
1117,A Cluster Randomized Controlled Trial of a Multi-component Strategy to Improve Implementation of Low Tidal Volume Ventilation for Patients With Acute Respiratory Distress Syndrome
11,A Randomized Phase II Trial of Standard of Care Alone or in Combination With Ad-CEA Vaccine and Avelumab in Patients With Previously Untreated Metastatic or Unresectable Colorectal Cancer
1109,Functional Connectivity as a Biomarker of rTMS
11,"ImmunoRad: Stratified Phase II Trial of Image Guided Hypofractionated Radiotherapy With Concurrent Nelfinavir and Immunotherapy in Advanced Melanoma, Lung Cancer, and Renal Cell Carcinoma"
1117,American Indian and Alaska Native Men Who Have Sex With Men HIV & Substance Abuse Research
17,Virtual Reality Job Interview Training: An Enhancement to Supported Employment in Severe Mental Illness
11,Is Cognitive Training Neuroprotective in Early Psychosis?
1117,A Preliminary Evaluation of Mobile Care App as Self-Management Tool in Patients With Left-Ventricular Assist Devices - Phase 2
11,"A Phase IIa Trial of sEphB4-HSA in Combination With Anti PD-1 Antibody (Pembrolizumab, MK3475) in Patients With Non-small Cell Lung and Head/Neck Cancer"
11,"VRC 317: A Phase I Randomized, Open-Label Clinical Trial to Evaluate Dose, Safety, Tolerability and Immunogenicity of a Stabilized Prefusion RSV F Subunit Protein Vaccine, VRC-RSVRGP084-00-VP (DS-Cav1), Alone or With Alum Adjuvant, in Healthy Adults"
1102,Pathophysiology of Acute Pain in Patients With Sickle Cell Disease
